date,publication,sentiment
2016-11-30,Buzzfeed News,-0.5576417574163429
2016-12-31,Buzzfeed News,-0.5717001055965001
2017-01-31,Buzzfeed News,-0.6336093006868709
2017-02-28,Buzzfeed News,-0.5934899204733505
2017-03-31,Buzzfeed News,-0.6462493706996734
2017-04-30,Buzzfeed News,-0.6349465289105247
2017-05-31,Buzzfeed News,-0.6432810835488292
2017-06-30,Buzzfeed News,-0.5852494577005661
2017-07-31,Buzzfeed News,-0.5372760547099715
2017-08-31,Buzzfeed News,-0.6207482993196399
2017-09-30,Buzzfeed News,-0.5231270358305337
2017-10-31,Buzzfeed News,-0.6364292155093532
2017-11-30,Buzzfeed News,-0.6607863974493813
2017-12-31,Buzzfeed News,-0.6120963225684876
2018-01-31,Buzzfeed News,-0.5945478978689586
2018-02-28,Buzzfeed News,-0.6191636215995494
2018-03-31,Buzzfeed News,-0.574022776238666
2018-04-30,Buzzfeed News,-0.5614288664050048
2018-05-31,Buzzfeed News,-0.5809482193575308
2018-06-30,Buzzfeed News,-0.6352679987312662
2018-07-31,Buzzfeed News,-0.613257645119829
2018-08-31,Buzzfeed News,-0.5835435056745611
2018-09-30,Buzzfeed News,-0.5650929899855928
2018-10-31,Buzzfeed News,-0.6499567847881518
2018-11-30,Buzzfeed News,-0.6278987431402676
2018-12-31,Buzzfeed News,-0.6012861736333196
2019-01-31,Buzzfeed News,-0.6131725417438281
2019-02-28,Buzzfeed News,-0.6288877174484373
2019-03-31,Buzzfeed News,-0.6153119092626145
2019-04-30,Buzzfeed News,-0.6331722208087934
2019-05-31,Buzzfeed News,-0.6164453524002511
2019-06-30,Buzzfeed News,-0.6641988365942189
2019-07-31,Buzzfeed News,-0.5995676844094571
2019-08-31,Buzzfeed News,-0.655985489721688
2019-09-30,Buzzfeed News,-0.6396226415092329
2019-10-31,Buzzfeed News,-0.668661821291007
2019-11-30,Buzzfeed News,-0.6091670773778686
2019-12-31,Buzzfeed News,-0.5689655172411977
2020-01-31,Buzzfeed News,-0.5725885027604506
2020-02-29,Buzzfeed News,-0.6129411764704079
2020-03-31,Buzzfeed News,-0.4715588363003752
2020-04-30,Buzzfeed News,-0.7611940298393851
2016-01-31,Gizmodo,-0.17112299465233016
2016-02-29,Gizmodo,-0.19508562918831157
2016-03-31,Gizmodo,-0.24406659581996315
2016-04-30,Gizmodo,-0.17103347889367868
2016-05-31,Gizmodo,-0.15916666666660034
2016-06-30,Gizmodo,-0.15342465753417653
2016-07-31,Gizmodo,-0.21108949416332146
2016-08-31,Gizmodo,-0.24836601307180525
2016-09-30,Gizmodo,-0.2541924095321032
2016-10-31,Gizmodo,-0.36413241178597155
2016-11-30,Gizmodo,-0.32843137254888544
2016-12-31,Gizmodo,-0.33365806137343706
2017-01-31,Gizmodo,-0.34031060094519233
2017-02-28,Gizmodo,-0.3406179351920344
2017-03-31,Gizmodo,-0.36648369389720165
2017-04-30,Gizmodo,-0.37774232149964987
2017-05-31,Gizmodo,-0.40229885057459097
2017-06-30,Gizmodo,-0.3932339032373979
2017-07-31,Gizmodo,-0.33388635420973295
2017-08-31,Gizmodo,-0.46853146853133204
2017-09-30,Gizmodo,-0.467532467532341
2017-10-31,Gizmodo,-0.3512352309343533
2017-11-30,Gizmodo,-0.41959210966218
2017-12-31,Gizmodo,-0.38704479535920494
2018-01-31,Gizmodo,-0.4094815636261687
2018-02-28,Gizmodo,-0.35933660933649897
2018-03-31,Gizmodo,-0.4270660011091439
2018-04-30,Gizmodo,-0.5166088249874773
2018-05-31,Gizmodo,-0.39283746556463006
2018-06-30,Gizmodo,-0.44447334200248517
2018-07-31,Gizmodo,-0.42134484885859924
2018-08-31,Gizmodo,-0.47130523108164774
2018-09-30,Gizmodo,-0.3357761492337323
2018-10-31,Gizmodo,-0.3548817060978491
2018-11-30,Gizmodo,-0.3436322532025834
2018-12-31,Gizmodo,-0.41018603232680384
2019-01-31,Gizmodo,-0.417620441841784
2019-02-28,Gizmodo,-0.39217191097452336
2019-03-31,Gizmodo,-0.48048048048036024
2019-04-30,Gizmodo,-0.36939078751846377
2019-05-31,Gizmodo,-0.3900822063112198
2019-06-30,Gizmodo,-0.4236787717743066
2019-07-31,Gizmodo,-0.458424850956869
2019-08-31,Gizmodo,-0.4462602137019339
2019-09-30,Gizmodo,-0.32466643859037814
2019-10-31,Gizmodo,-0.5833333333090278
2016-01-31,Economist,-0.44936449364484427
2016-02-29,Economist,-0.5019526763150696
2016-03-31,Economist,-0.48719968491522503
2016-04-30,Economist,-0.4742404227211637
2016-05-31,Economist,-0.5262004383342247
2016-06-30,Economist,-0.46871829556975503
2016-07-31,Economist,-0.47501015847206923
2016-08-31,Economist,-0.45027214250359965
2016-09-30,Economist,-0.46521308225957075
2016-10-31,Economist,-0.46425531914883733
2016-11-30,Economist,-0.4472537053181239
2016-12-31,Economist,-0.4544220764531883
2017-01-31,Economist,-0.4555079405090861
2017-02-28,Economist,-0.46008869179588135
2017-03-31,Economist,-0.5099337748343347
2017-04-30,Economist,-0.4684665682344508
2017-05-31,Economist,-0.46657413832975553
2017-06-30,Economist,-0.478639568643617
2017-07-31,Economist,-0.4491525423727862
2017-08-31,Economist,-0.5061787072242142
2017-09-30,Economist,-0.46869328493637274
2017-10-31,Economist,-0.45921586300124845
2017-11-30,Economist,-0.5187363468323779
2017-12-31,Economist,-0.5070508890249825
2018-01-31,Economist,-0.4111330884429468
2018-02-28,Economist,-0.4866220735784597
2018-03-31,Economist,-0.44687819856695044
2018-04-30,Economist,-0.5025884383087785
2018-05-31,Economist,-0.502013914317008
2018-06-30,Economist,-0.4691240737221225
2018-07-31,Economist,-0.49497157848699275
2018-08-31,Economist,-0.47165160230064257
2018-09-30,Economist,-0.4784959449495015
2018-10-31,Economist,-0.47229551451176
2018-11-30,Economist,-0.47895189003426136
2018-12-31,Economist,-0.5271739130433588
2019-01-31,Economist,-0.5153548387095445
2019-02-28,Economist,-0.4692846034213706
2019-03-31,Economist,-0.48565965583162385
2019-04-30,Economist,-0.43263473053884116
2019-05-31,Economist,-0.4570505920343472
2019-06-30,Economist,-0.4611154752551817
2019-07-31,Economist,-0.4882528833830653
2019-08-31,Economist,-0.5584864864863657
2019-09-30,Economist,-0.5024224806200333
2019-10-31,Economist,-0.48417858690930116
2019-11-30,Economist,-0.46633416458838334
2019-12-31,Economist,-0.5203804347822552
2020-01-31,Economist,-0.36936936936826015
2020-02-29,Economist,0.0
2020-03-31,Economist,0.0
2016-01-31,Wired,-0.2941176470587112
2016-02-29,Wired,-0.11945392491453988
2016-03-31,Wired,-0.09174311926598491
2016-04-30,Wired,-0.1351025331724155
2016-05-31,Wired,-0.18397626112745996
2016-06-30,Wired,-0.27566320645889525
2016-07-31,Wired,-0.18119658119642634
2016-08-31,Wired,-0.2224253503959644
2016-09-30,Wired,-0.16538729937183155
2016-10-31,Wired,-0.14710568242158942
2016-11-30,Wired,-0.2547307132458117
2016-12-31,Wired,-0.14595103578147553
2017-01-31,Wired,-0.11936339522538504
2017-02-28,Wired,-0.13876454789602619
2017-03-31,Wired,-0.3333333333330808
2017-04-30,Wired,-0.23996971990897809
2017-05-31,Wired,-0.26209223846989643
2017-06-30,Wired,-0.30809674027307243
2017-07-31,Wired,-0.24261168384863052
2017-08-31,Wired,-0.37919999999969667
2017-09-30,Wired,-0.4416422287387439
2017-10-31,Wired,-0.3351230425054429
2017-11-30,Wired,-0.29537843268566955
2017-12-31,Wired,-0.38005923000968406
2018-01-31,Wired,-0.46143057503473955
2018-02-28,Wired,-0.2691218130310344
2018-03-31,Wired,-0.3003802281366918
2018-04-30,Wired,-0.3275663206457165
2018-05-31,Wired,-0.37296747967460725
2018-06-30,Wired,-0.36879432624094793
2018-07-31,Wired,-0.2984234234232554
2018-08-31,Wired,-0.4154589371978669
2018-09-30,Wired,-0.22265122265107937
2018-10-31,Wired,-0.27678138633045235
2018-11-30,Wired,-0.2729624838290602
2018-12-31,Wired,-0.40202553940977453
2019-01-31,Wired,-0.39361126150493037
2019-02-28,Wired,-0.29393223010221126
2019-03-31,Wired,-0.3200508690121577
2019-04-30,Wired,-0.37547408343844785
2019-05-31,Wired,-0.2948627726950775
2019-06-30,Wired,-0.45563310069767915
2019-07-31,Wired,-0.20938628158832168
2019-08-31,Wired,-0.38403614457816865
2019-09-30,Wired,-0.3823978294047172
2019-10-31,Wired,-0.3169560398965059
2019-11-30,Wired,-0.33537015276137827
2019-12-31,Wired,-0.055370246831208496
2020-01-31,Wired,-0.2814895947425451
2020-02-29,Wired,-0.33346051125518245
2020-03-31,Wired,-0.4049739023640766
2016-04-30,Fox News,0.06249999999804688
2016-05-31,Fox News,-0.5294117646747405
2016-06-30,Fox News,-0.013698630136798649
2016-07-31,Fox News,-0.31372549019300267
2016-08-31,Fox News,-0.09756097560916122
2016-09-30,Fox News,-0.13402061855531938
2016-10-31,Fox News,-0.545454545429752
2016-11-30,Fox News,0.0
2016-12-31,Fox News,-0.18367346938400667
2017-01-31,Fox News,-0.8360655737636388
2017-02-28,Fox News,0.0
2017-03-31,Fox News,-0.4999999999980469
2017-04-30,Fox News,-0.6666666666543211
2017-05-31,Fox News,-0.03225806451508845
2017-06-30,Fox News,-0.3333333333277778
2017-07-31,Fox News,-0.5698924731152156
2017-08-31,Fox News,-0.41860465116116824
2017-09-30,Fox News,-0.4999999999940476
2017-10-31,Fox News,-0.5873891153199967
2017-11-30,Fox News,-0.5745214935675583
2017-12-31,Fox News,-0.24999999999218753
2018-01-31,Fox News,-0.9999999998333333
2018-02-28,Fox News,-0.47234042552990496
2018-03-31,Fox News,-0.5757575757401286
2018-04-30,Fox News,-0.6880733944922566
2018-05-31,Fox News,-0.598560222757968
2018-06-30,Fox News,-0.5755693947038694
2018-07-31,Fox News,-0.5619300148647993
2018-08-31,Fox News,-0.6225481533839626
2016-01-31,Vice News,-0.7047128129601707
2016-02-29,Vice News,-0.6760288502332901
2016-03-31,Vice News,-0.6814763231197297
2016-04-30,Vice News,-0.6877888772923298
2016-05-31,Vice News,-0.7066898349260897
2016-06-30,Vice News,-0.6837721984077546
2016-07-31,Vice News,-0.7285714285713178
2016-08-31,Vice News,-0.7233363719232626
2016-09-30,Vice News,-0.6318635607319817
2016-10-31,Vice News,-0.6490880253765564
2016-11-30,Vice News,-0.6456676860345268
2016-12-31,Vice News,-0.7076725246462263
2017-01-31,Vice News,-0.6403491755575866
2017-02-28,Vice News,-0.6905456059973571
2017-03-31,Vice News,-0.706525339516279
2017-04-30,Vice News,-0.6895489947472034
2017-05-31,Vice News,-0.6998928188637549
2017-06-30,Vice News,-0.712907117008321
2017-07-31,Vice News,-0.6648578250486944
2017-08-31,Vice News,-0.707308116048346
2017-09-30,Vice News,-0.6797595190379399
2017-10-31,Vice News,-0.7256950294859771
2017-11-30,Vice News,-0.6963890935886705
2017-12-31,Vice News,-0.7335849056602389
2018-01-31,Vice News,-0.7121107266434754
2018-02-28,Vice News,-0.7520838935196622
2018-03-31,Vice News,-0.7043132803631237
2018-04-30,Vice News,-0.735025081144772
2018-05-31,Vice News,-0.7033599405976046
2018-06-30,Vice News,-0.727576136837562
2018-07-31,Vice News,-0.6954485858773748
2018-08-31,Vice News,-0.727403673028317
2018-09-30,Vice News,-0.7710691823897985
2018-10-31,Vice News,-0.7810267486292106
2018-11-30,Vice News,-0.6840175953077925
2018-12-31,Vice News,-0.7586744639374738
2019-01-31,Vice News,-0.7436577054144748
2019-02-28,Vice News,-0.7612853863808796
2019-03-31,Vice News,-0.7626357169597973
2019-04-30,Vice News,-0.723925118288269
2019-05-31,Vice News,-0.7121212121210866
2019-06-30,Vice News,-0.6657159155731762
2019-07-31,Vice News,-0.6976811594201887
2019-08-31,Vice News,-0.7021554539512069
2016-01-31,Hyperallergic,-0.29780361757096324
2016-02-29,Hyperallergic,-0.37011779293230934
2016-03-31,Hyperallergic,-0.2830534351144174
2016-04-30,Hyperallergic,-0.35638144626898405
2016-05-31,Hyperallergic,-0.39615589962616227
2016-06-30,Hyperallergic,-0.38264963012764536
2016-07-31,Hyperallergic,-0.37658142664862004
2016-08-31,Hyperallergic,-0.3431786216595136
2016-09-30,Hyperallergic,-0.27341698278369614
2016-10-31,Hyperallergic,-0.35152838427938005
2016-11-30,Hyperallergic,-0.33410740203183337
2016-12-31,Hyperallergic,-0.3617256637167141
2017-01-31,Hyperallergic,-0.3767757875230461
2017-02-28,Hyperallergic,-0.391595615103413
2017-03-31,Hyperallergic,-0.37192118226591825
2017-04-30,Hyperallergic,-0.36970039570368296
2017-05-31,Hyperallergic,-0.34006550218331333
2017-06-30,Hyperallergic,-0.4143936904369325
2017-07-31,Hyperallergic,-0.38305528295702224
2017-08-31,Hyperallergic,-0.3564390078150335
2017-09-30,Hyperallergic,-0.3874382498234342
2017-10-31,Hyperallergic,-0.34320557491279235
2017-11-30,Hyperallergic,-0.28737802958757086
2017-12-31,Hyperallergic,-0.38049236522269225
2018-01-31,Hyperallergic,-0.34449590309927164
2018-02-28,Hyperallergic,-0.362147089578124
2018-03-31,Hyperallergic,-0.3585021485572871
2018-04-30,Hyperallergic,-0.353301565690826
2018-05-31,Hyperallergic,-0.3764916467779306
2018-06-30,Hyperallergic,-0.22441651705557472
2018-07-31,Hyperallergic,-0.3350923482848499
2018-08-31,Hyperallergic,-0.38034460753019134
2018-09-30,Hyperallergic,-0.360967184801257
2018-10-31,Hyperallergic,-0.34849286092005594
2018-11-30,Hyperallergic,-0.348545350827054
2018-12-31,Hyperallergic,-0.3988269794719946
2019-01-31,Hyperallergic,-0.37516339869268783
2019-02-28,Hyperallergic,-0.36279547790326727
2019-03-31,Hyperallergic,-0.3244286138319013
2019-04-30,Hyperallergic,-0.3746181616216677
2019-05-31,Hyperallergic,-0.3884344146684377
2019-06-30,Hyperallergic,-0.22642719692103067
2019-07-31,Hyperallergic,-0.43357567746185277
2019-08-31,Hyperallergic,-0.3508771929823279
2019-09-30,Hyperallergic,-0.3475846751803588
2019-10-31,Hyperallergic,-0.39143888602362265
2019-11-30,Hyperallergic,-0.31585081585072383
2019-12-31,Hyperallergic,-0.301983365323
2020-01-31,Hyperallergic,-0.39547511312205264
2020-02-29,Hyperallergic,-0.37397862979246577
2020-03-31,Hyperallergic,-0.33759999999986495
2016-01-31,New Republic,-0.41545955646706634
2016-02-29,New Republic,-0.34855938158815314
2016-03-31,New Republic,-0.44032351242051526
2016-04-30,New Republic,-0.38446475195816177
2016-05-31,New Republic,-0.43603133159260793
2016-06-30,New Republic,-0.4912489379778264
2016-07-31,New Republic,-0.5000933358221952
2016-08-31,New Republic,-0.4891728789491499
2016-09-30,New Republic,-0.49578589383402394
2016-10-31,New Republic,-0.4947396457583573
2016-11-30,New Republic,-0.5179879019419742
2016-12-31,New Republic,-0.45102611940287984
2017-01-31,New Republic,-0.476084762865696
2017-02-28,New Republic,-0.5387096774192758
2017-03-31,New Republic,-0.5095144940422355
2017-04-30,New Republic,-0.5187969924811101
2017-05-31,New Republic,-0.5448017483608265
2017-06-30,New Republic,-0.5493872729956372
2017-07-31,New Republic,-0.5207248891458414
2017-08-31,New Republic,-0.5849194729135093
2017-09-30,New Republic,-0.4972585407000216
2017-10-31,New Republic,-0.5424633936260909
2017-11-30,New Republic,-0.5343232192811417
2017-12-31,New Republic,-0.5609756097559796
2018-01-31,New Republic,-0.5926374424798758
2018-02-28,New Republic,-0.5790541911912768
2018-03-31,New Republic,-0.5686853766616496
2018-04-30,New Republic,-0.5880059970014111
2018-05-31,New Republic,-0.5415293342121718
2018-06-30,New Republic,-0.5711363213686868
2018-07-31,New Republic,-0.5889802266161765
2018-08-31,New Republic,-0.6193151887619632
2018-09-30,New Republic,-0.6300091491307173
2018-10-31,New Republic,-0.5925925925924971
2018-11-30,New Republic,-0.5897971984109157
2018-12-31,New Republic,-0.5980933266431013
2019-01-31,New Republic,-0.537343927355156
2019-02-28,New Republic,-0.5636363636362084
2019-03-31,New Republic,-0.5289614697625596
2019-04-30,New Republic,-0.5526411657558191
2019-05-31,New Republic,-0.5772994129157485
2019-06-30,New Republic,-0.5554634045198931
2019-07-31,New Republic,-0.5570433851096527
2019-08-31,New Republic,-0.5615493814640921
2019-09-30,New Republic,-0.5476498490727582
2019-10-31,New Republic,-0.5509250943056312
2019-11-30,New Republic,-0.5342168151204574
2019-12-31,New Republic,-0.541666666666534
2020-01-31,New Republic,-0.5722172751557306
2020-02-29,New Republic,-0.5245934551293867
2020-03-31,New Republic,-0.5460220906034022
2016-01-31,New Yorker,-0.4153705397986241
2016-02-29,New Yorker,-0.4107683000604132
2016-03-31,New Yorker,-0.39696126685204425
2016-04-30,New Yorker,-0.3516508889401173
2016-05-31,New Yorker,-0.4390549489886452
2016-06-30,New Yorker,-0.46860782529558126
2016-07-31,New Yorker,-0.4029936672422559
2016-08-31,New Yorker,-0.44378175392082087
2016-09-30,New Yorker,-0.44166471826035963
2016-10-31,New Yorker,-0.41829132984618506
2016-11-30,New Yorker,-0.4696387394311165
2016-12-31,New Yorker,-0.4479807435141888
2017-01-31,New Yorker,-0.45174680041500315
2017-02-28,New Yorker,-0.4738041002276555
2017-03-31,New Yorker,-0.4508268059180916
2017-04-30,New Yorker,-0.4366258741257787
2017-05-31,New Yorker,-0.46872920825008835
2017-06-30,New Yorker,-0.42091672046468015
2017-07-31,New Yorker,-0.5067686874631142
2017-08-31,New Yorker,-0.505919494869638
2017-09-30,New Yorker,-0.46017116524018864
2017-10-31,New Yorker,-0.4416857236196599
2017-11-30,New Yorker,-0.5089514066495079
2017-12-31,New Yorker,-0.37902171069830526
2018-01-31,New Yorker,-0.43927556818174013
2018-02-28,New Yorker,-0.4265255292651225
2018-03-31,New Yorker,-0.4150444604661343
2018-04-30,New Yorker,-0.4281842818427459
2018-05-31,New Yorker,-0.5201238390091872
2018-06-30,New Yorker,-0.38563535911591557
2018-07-31,New Yorker,-0.4148082069579806
2018-08-31,New Yorker,-0.47845551203120357
2018-09-30,New Yorker,-0.4680034129691834
2018-10-31,New Yorker,-0.4580116590514482
2018-11-30,New Yorker,-0.4351048062671109
2018-12-31,New Yorker,-0.4461624964856772
2019-01-31,New Yorker,-0.4286401925390063
2019-02-28,New Yorker,-0.4639056658037205
2019-03-31,New Yorker,-0.4080267558527453
2019-04-30,New Yorker,-0.4984035759897033
2019-05-31,New Yorker,-0.4441314553989567
2019-06-30,New Yorker,-0.42721518987328255
2019-07-31,New Yorker,-0.4675324675323355
2019-08-31,New Yorker,-0.521485999445378
2019-09-30,New Yorker,-0.3817034700314704
2019-10-31,New Yorker,-0.439244310862937
2019-11-30,New Yorker,-0.44241686942407893
2019-12-31,New Yorker,-0.44884910485923935
2020-01-31,New Yorker,-0.4654420206657943
2020-02-29,New Yorker,0.0
